user_id,session_id,page,action,timestamp,source
28,4853,Checkout,view,2026-03-24 12:59:00.090242,Direct
28,4853,Search,click,2026-02-27 12:59:00.090254,Facebook
28,4853,Profile,purchase,2026-02-26 12:59:00.090267,Google
1,1407,Home,purchase,2026-03-28 12:59:00.090285,Google
1,1407,Product,click,2026-03-27 12:59:00.090297,Instagram
1,1407,Cart,click,2026-03-06 12:59:00.090318,Facebook
1,1407,Checkout,purchase,2026-03-01 12:59:00.090332,Google
1,1407,Search,purchase,2026-03-10 12:59:00.090345,Facebook
1,1407,Profile,click,2026-03-11 12:59:00.090357,Direct
64,2394,Home,view,2026-03-04 12:59:00.090375,Ads
64,2394,Product,click,2026-03-23 12:59:00.090387,Google
64,2394,Cart,scroll,2026-03-07 12:59:00.090400,Ads
64,2394,Checkout,click,2026-03-01 12:59:00.090413,Facebook
64,2394,Search,click,2026-03-12 12:59:00.090425,Direct
64,2394,Profile,click,2026-02-26 12:59:00.090438,Google
197,4486,Home,scroll,2026-03-05 12:59:00.090456,Facebook
197,4486,Product,scroll,2026-03-07 12:59:00.090470,Google
197,4486,Cart,click,2026-02-26 12:59:00.090482,Facebook
197,4486,Checkout,scroll,2026-03-10 12:59:00.090495,Facebook
197,4486,Search,view,2026-03-09 12:59:00.090508,Instagram
197,4486,Profile,view,2026-03-08 12:59:00.090520,Facebook
110,1751,Home,scroll,2026-03-10 12:59:00.090537,Facebook
110,1751,Product,purchase,2026-03-22 12:59:00.090550,Google
110,1751,Cart,view,2026-03-15 12:59:00.090563,Direct
110,1751,Checkout,scroll,2026-03-08 12:59:00.090575,Instagram
110,1751,Search,purchase,2026-03-15 12:59:00.090588,Google
110,1751,Profile,purchase,2026-03-12 12:59:00.090601,Facebook
154,4931,Home,click,2026-03-16 12:59:00.090617,Ads
154,4931,Product,purchase,2026-02-28 12:59:00.090631,Instagram
154,4931,Cart,click,2026-03-17 12:59:00.090644,Direct
154,4931,Checkout,click,2026-03-11 12:59:00.090659,Google
154,4931,Search,click,2026-03-10 12:59:00.090672,Facebook
154,4931,Profile,purchase,2026-03-20 12:59:00.090685,Google
187,3959,Home,purchase,2026-03-22 12:59:00.090702,Ads
187,3959,Product,purchase,2026-03-13 12:59:00.090715,Direct
187,3959,Cart,purchase,2026-03-11 12:59:00.090727,Ads
187,3959,Checkout,purchase,2026-03-01 12:59:00.090740,Ads
187,3959,Search,scroll,2026-03-13 12:59:00.090753,Instagram
187,3959,Profile,view,2026-03-22 12:59:00.090787,Direct
122,4852,Home,click,2026-03-19 12:59:00.090808,Facebook
122,4852,Product,scroll,2026-03-03 12:59:00.090822,Ads
122,4852,Cart,click,2026-02-26 12:59:00.090834,Instagram
122,4852,Checkout,scroll,2026-03-17 12:59:00.090847,Instagram
122,4852,Search,scroll,2026-03-04 12:59:00.090859,Ads
122,4852,Profile,view,2026-03-19 12:59:00.090872,Google
24,4182,Home,click,2026-03-23 12:59:00.090889,Ads
24,4182,Product,click,2026-03-18 12:59:00.090902,Direct
24,4182,Cart,scroll,2026-02-27 12:59:00.090915,Ads
24,4182,Checkout,purchase,2026-03-13 12:59:00.090935,Ads
24,4182,Search,click,2026-03-22 12:59:00.090949,Instagram
24,4182,Profile,purchase,2026-03-17 12:59:00.090962,Google
136,4557,Home,scroll,2026-03-08 12:59:00.090980,Google
136,4557,Product,purchase,2026-03-20 12:59:00.090992,Direct
136,4557,Cart,view,2026-03-23 12:59:00.091005,Instagram
136,4557,Checkout,view,2026-03-24 12:59:00.091018,Facebook
136,4557,Search,purchase,2026-03-02 12:59:00.091031,Ads
136,4557,Profile,click,2026-03-18 12:59:00.091044,Instagram
35,4805,Home,view,2026-03-07 12:59:00.091061,Instagram
35,4805,Product,scroll,2026-03-24 12:59:00.091074,Ads
35,4805,Cart,scroll,2026-03-05 12:59:00.091087,Direct
35,4805,Checkout,purchase,2026-03-15 12:59:00.091099,Facebook
35,4805,Search,scroll,2026-03-04 12:59:00.091112,Facebook
35,4805,Profile,view,2026-03-01 12:59:00.091125,Google
59,1155,Home,view,2026-03-19 12:59:00.091143,Direct
59,1155,Product,scroll,2026-03-04 12:59:00.091157,Google
59,1155,Cart,purchase,2026-03-24 12:59:00.091169,Instagram
59,1155,Checkout,click,2026-03-13 12:59:00.091182,Google
59,1155,Search,purchase,2026-03-24 12:59:00.091194,Direct
59,1155,Profile,view,2026-03-01 12:59:00.091206,Ads
34,1367,Home,view,2026-03-15 12:59:00.091224,Google
34,1367,Product,view,2026-03-12 12:59:00.091237,Direct
34,1367,Cart,scroll,2026-03-08 12:59:00.091249,Instagram
34,1367,Checkout,click,2026-03-10 12:59:00.091262,Facebook
34,1367,Search,scroll,2026-03-03 12:59:00.091274,Direct
34,1367,Profile,click,2026-03-09 12:59:00.091286,Google
81,4742,Home,scroll,2026-03-25 12:59:00.091304,Instagram
81,4742,Product,click,2026-03-18 12:59:00.091317,Facebook
81,4742,Cart,purchase,2026-03-11 12:59:00.091331,Ads
81,4742,Checkout,purchase,2026-03-07 12:59:00.091344,Facebook
81,4742,Search,view,2026-03-13 12:59:00.091357,Ads
81,4742,Profile,click,2026-03-16 12:59:00.091370,Facebook
176,3440,Home,click,2026-02-27 12:59:00.091387,Direct
176,3440,Product,scroll,2026-03-15 12:59:00.091400,Instagram
176,3440,Cart,click,2026-03-24 12:59:00.091413,Google
176,3440,Checkout,click,2026-03-16 12:59:00.091425,Direct
176,3440,Search,click,2026-03-09 12:59:00.091439,Facebook
176,3440,Profile,click,2026-03-25 12:59:00.091452,Facebook
153,3086,Home,scroll,2026-03-04 12:59:00.091469,Direct
153,3086,Product,scroll,2026-03-03 12:59:00.091482,Instagram
153,3086,Cart,purchase,2026-03-20 12:59:00.091494,Ads
153,3086,Checkout,purchase,2026-03-20 12:59:00.091507,Google
153,3086,Search,purchase,2026-03-13 12:59:00.091534,Direct
153,3086,Profile,purchase,2026-03-17 12:59:00.091548,Google
29,4563,Home,click,2026-03-18 12:59:00.091565,Facebook
29,4563,Product,purchase,2026-03-01 12:59:00.091579,Instagram
29,4563,Cart,scroll,2026-03-24 12:59:00.091592,Google
29,4563,Checkout,scroll,2026-03-05 12:59:00.091605,Direct
29,4563,Search,click,2026-03-03 12:59:00.091617,Ads
29,4563,Profile,purchase,2026-03-15 12:59:00.091631,Direct
77,3882,Home,scroll,2026-03-17 12:59:00.091649,Facebook
77,3882,Product,view,2026-03-08 12:59:00.091662,Facebook
77,3882,Cart,view,2026-03-26 12:59:00.091674,Instagram
77,3882,Checkout,purchase,2026-03-27 12:59:00.091694,Ads
77,3882,Search,scroll,2026-03-27 12:59:00.091709,Direct
77,3882,Profile,purchase,2026-03-14 12:59:00.091723,Instagram
18,2530,Home,scroll,2026-03-11 12:59:00.091740,Google
18,2530,Product,purchase,2026-03-25 12:59:00.091753,Direct
18,2530,Cart,click,2026-03-16 12:59:00.091776,Instagram
18,2530,Checkout,purchase,2026-03-24 12:59:00.091790,Instagram
18,2530,Search,purchase,2026-03-04 12:59:00.091803,Direct
18,2530,Profile,scroll,2026-02-26 12:59:00.091815,Google
103,1962,Home,scroll,2026-03-04 12:59:00.091832,Instagram
103,1962,Product,purchase,2026-02-26 12:59:00.091845,Google
103,1962,Cart,view,2026-03-09 12:59:00.091858,Ads
103,1962,Checkout,click,2026-03-09 12:59:00.091870,Instagram
103,1962,Search,click,2026-02-26 12:59:00.091883,Google
103,1962,Profile,scroll,2026-03-23 12:59:00.091896,Ads
88,4795,Home,view,2026-03-24 12:59:00.091913,Facebook
88,4795,Product,scroll,2026-03-28 12:59:00.091926,Direct
88,4795,Cart,scroll,2026-03-05 12:59:00.091938,Ads
88,4795,Checkout,purchase,2026-03-28 12:59:00.091950,Facebook
88,4795,Search,view,2026-03-01 12:59:00.091962,Facebook
88,4795,Profile,view,2026-03-28 12:59:00.091975,Ads
93,1989,Home,view,2026-03-16 12:59:00.091991,Ads
93,1989,Product,view,2026-03-26 12:59:00.092004,Instagram
93,1989,Cart,purchase,2026-03-04 12:59:00.092017,Instagram
93,1989,Checkout,view,2026-03-21 12:59:00.092029,Facebook
93,1989,Search,scroll,2026-03-14 12:59:00.092042,Instagram
93,1989,Profile,view,2026-02-27 12:59:00.092055,Google
140,2555,Home,scroll,2026-03-08 12:59:00.092072,Facebook
140,2555,Product,view,2026-03-04 12:59:00.092084,Ads
140,2555,Cart,click,2026-03-21 12:59:00.092097,Instagram
140,2555,Checkout,scroll,2026-03-13 12:59:00.092110,Facebook
140,2555,Search,purchase,2026-03-19 12:59:00.092131,Facebook
140,2555,Profile,scroll,2026-03-13 12:59:00.092145,Facebook
55,3037,Home,scroll,2026-03-12 12:59:00.092163,Google
55,3037,Product,scroll,2026-03-12 12:59:00.092176,Ads
55,3037,Cart,view,2026-03-01 12:59:00.092189,Direct
55,3037,Checkout,view,2026-03-15 12:59:00.092203,Facebook
55,3037,Search,scroll,2026-03-22 12:59:00.092216,Google
55,3037,Profile,scroll,2026-03-20 12:59:00.092229,Ads
26,1638,Home,click,2026-03-19 12:59:00.092246,Google
26,1638,Product,purchase,2026-03-06 12:59:00.092259,Facebook
26,1638,Cart,view,2026-03-01 12:59:00.092272,Ads
26,1638,Checkout,view,2026-03-16 12:59:00.092285,Direct
26,1638,Search,scroll,2026-03-17 12:59:00.092297,Google
26,1638,Profile,click,2026-03-11 12:59:00.092309,Instagram
131,4279,Home,purchase,2026-03-26 12:59:00.092326,Ads
131,4279,Product,view,2026-03-24 12:59:00.092338,Ads
131,4279,Cart,click,2026-02-26 12:59:00.092351,Ads
131,4279,Checkout,view,2026-03-04 12:59:00.092363,Direct
131,4279,Search,view,2026-03-19 12:59:00.092375,Direct
131,4279,Profile,purchase,2026-03-10 12:59:00.092388,Ads
173,2899,Home,click,2026-03-01 12:59:00.092404,Direct
173,2899,Product,view,2026-03-25 12:59:00.092417,Google
173,2899,Cart,click,2026-03-12 12:59:00.092429,Google
173,2899,Checkout,purchase,2026-03-13 12:59:00.092442,Ads
173,2899,Search,click,2026-03-01 12:59:00.092454,Google
173,2899,Profile,purchase,2026-03-05 12:59:00.092466,Instagram
73,3367,Home,view,2026-02-27 12:59:00.092483,Ads
73,3367,Product,scroll,2026-02-27 12:59:00.092497,Instagram
73,3367,Cart,view,2026-03-14 12:59:00.092509,Instagram
73,3367,Checkout,view,2026-03-07 12:59:00.092527,Ads
73,3367,Search,purchase,2026-02-26 12:59:00.092552,Direct
73,3367,Profile,view,2026-02-27 12:59:00.092572,Facebook
73,1226,Home,click,2026-03-02 12:59:00.092590,Ads
73,1226,Product,scroll,2026-03-20 12:59:00.092612,Ads
73,1226,Cart,scroll,2026-03-25 12:59:00.092626,Google
73,1226,Checkout,scroll,2026-03-12 12:59:00.092640,Ads
73,1226,Search,scroll,2026-03-14 12:59:00.092666,Facebook
73,1226,Profile,click,2026-03-12 12:59:00.092689,Ads
39,1451,Home,click,2026-03-05 12:59:00.092720,Facebook
39,1451,Product,view,2026-03-15 12:59:00.092743,Ads
39,1451,Cart,purchase,2026-02-27 12:59:00.092782,Google
39,1451,Checkout,scroll,2026-02-26 12:59:00.092810,Instagram
39,1451,Search,view,2026-03-21 12:59:00.092846,Direct
39,1451,Profile,purchase,2026-03-05 12:59:00.092872,Ads
76,1919,Home,scroll,2026-03-02 12:59:00.092906,Ads
76,1919,Product,view,2026-03-20 12:59:00.092931,Facebook
76,1919,Cart,view,2026-03-15 12:59:00.092956,Ads
76,1919,Checkout,scroll,2026-03-08 12:59:00.092979,Direct
76,1919,Search,purchase,2026-02-26 12:59:00.092993,Direct
76,1919,Profile,scroll,2026-03-06 12:59:00.093007,Direct
54,2351,Home,scroll,2026-03-05 12:59:00.093025,Instagram
54,2351,Product,view,2026-03-06 12:59:00.093039,Direct
54,2351,Cart,view,2026-03-20 12:59:00.093051,Facebook
54,2351,Checkout,scroll,2026-03-28 12:59:00.093081,Google
54,2351,Search,scroll,2026-03-20 12:59:00.093110,Facebook
54,2351,Profile,scroll,2026-03-04 12:59:00.093138,Facebook
80,2943,Home,view,2026-03-25 12:59:00.093172,Facebook
80,2943,Product,scroll,2026-03-25 12:59:00.093196,Instagram
80,2943,Cart,click,2026-03-24 12:59:00.093220,Google
80,2943,Checkout,scroll,2026-03-28 12:59:00.093245,Instagram
80,2943,Search,click,2026-03-18 12:59:00.093268,Facebook
80,2943,Profile,purchase,2026-02-27 12:59:00.093294,Google
118,2462,Home,scroll,2026-03-04 12:59:00.093330,Instagram
118,2462,Product,purchase,2026-03-03 12:59:00.093471,Instagram
118,2462,Cart,scroll,2026-03-28 12:59:00.093497,Google
118,2462,Checkout,click,2026-03-09 12:59:00.093522,Facebook
118,2462,Search,purchase,2026-03-17 12:59:00.093549,Direct
118,2462,Profile,click,2026-03-11 12:59:00.093576,Direct
42,1332,Home,purchase,2026-03-20 12:59:00.093613,Ads
42,1332,Product,click,2026-03-23 12:59:00.093639,Google
42,1332,Cart,view,2026-03-22 12:59:00.093665,Facebook
42,1332,Checkout,view,2026-03-02 12:59:00.093694,Facebook
42,1332,Search,click,2026-03-03 12:59:00.093722,Direct
42,1332,Profile,view,2026-02-26 12:59:00.093751,Instagram
192,1132,Home,click,2026-03-28 12:59:00.093809,Direct
192,1132,Product,click,2026-03-23 12:59:00.093836,Facebook
192,1132,Cart,purchase,2026-03-07 12:59:00.093864,Direct
192,1132,Checkout,click,2026-03-09 12:59:00.093890,Direct
192,1132,Search,view,2026-03-08 12:59:00.093916,Instagram
192,1132,Profile,purchase,2026-03-25 12:59:00.093942,Instagram
93,4146,Home,view,2026-02-27 12:59:00.093977,Direct
93,4146,Product,click,2026-03-12 12:59:00.094082,Google
93,4146,Cart,purchase,2026-03-24 12:59:00.094111,Direct
93,4146,Checkout,view,2026-02-27 12:59:00.094132,Direct
93,4146,Search,scroll,2026-02-27 12:59:00.094157,Direct
93,4146,Profile,scroll,2026-02-28 12:59:00.094203,Instagram
120,2555,Home,click,2026-03-20 12:59:00.094242,Instagram
120,2555,Product,purchase,2026-03-15 12:59:00.094272,Google
120,2555,Cart,click,2026-03-24 12:59:00.094298,Facebook
120,2555,Checkout,click,2026-03-15 12:59:00.094326,Facebook
120,2555,Search,click,2026-03-22 12:59:00.094353,Instagram
120,2555,Profile,click,2026-03-09 12:59:00.094457,Ads
124,2099,Home,view,2026-02-27 12:59:00.094496,Instagram
124,2099,Product,purchase,2026-03-27 12:59:00.094525,Ads
124,2099,Cart,scroll,2026-03-11 12:59:00.094551,Google
124,2099,Checkout,purchase,2026-03-07 12:59:00.094579,Facebook
124,2099,Search,view,2026-03-24 12:59:00.094619,Instagram
124,2099,Profile,purchase,2026-03-11 12:59:00.094667,Google
171,4807,Home,scroll,2026-03-22 12:59:00.094705,Instagram
171,4807,Product,scroll,2026-03-07 12:59:00.094732,Facebook
171,4807,Cart,click,2026-03-11 12:59:00.094757,Instagram
171,4807,Checkout,click,2026-03-02 12:59:00.094800,Facebook
171,4807,Search,click,2026-03-02 12:59:00.094823,Instagram
171,4807,Profile,click,2026-03-14 12:59:00.094837,Direct
51,2240,Home,scroll,2026-03-10 12:59:00.094855,Direct
51,2240,Product,click,2026-02-28 12:59:00.094868,Facebook
51,2240,Cart,purchase,2026-03-15 12:59:00.094881,Direct
51,2240,Checkout,scroll,2026-03-17 12:59:00.094893,Google
51,2240,Search,scroll,2026-03-17 12:59:00.094907,Direct
51,2240,Profile,click,2026-03-04 12:59:00.094920,Ads
95,1004,Home,purchase,2026-03-12 12:59:00.094937,Facebook
95,1004,Product,click,2026-03-25 12:59:00.094951,Ads
95,1004,Cart,click,2026-03-11 12:59:00.094984,Direct
95,1004,Checkout,purchase,2026-03-13 12:59:00.095019,Google
95,1004,Search,view,2026-03-10 12:59:00.095047,Instagram
95,1004,Profile,view,2026-03-09 12:59:00.095074,Facebook
84,2743,Home,view,2026-03-06 12:59:00.095113,Direct
84,2743,Product,purchase,2026-03-13 12:59:00.095134,Ads
84,2743,Cart,scroll,2026-03-02 12:59:00.095147,Google
84,2743,Checkout,click,2026-03-19 12:59:00.095160,Direct
84,2743,Search,scroll,2026-03-10 12:59:00.095173,Direct
84,2743,Profile,view,2026-03-19 12:59:00.095186,Facebook
181,1011,Home,view,2026-03-19 12:59:00.095203,Ads
181,1011,Product,view,2026-03-11 12:59:00.095216,Direct
181,1011,Cart,purchase,2026-03-22 12:59:00.095229,Facebook
181,1011,Checkout,view,2026-03-17 12:59:00.095242,Facebook
181,1011,Search,purchase,2026-03-28 12:59:00.095254,Ads
181,1011,Profile,view,2026-03-18 12:59:00.095267,Instagram
73,1922,Home,click,2026-03-09 12:59:00.095299,Direct
73,1922,Product,view,2026-02-27 12:59:00.095313,Google
73,1922,Cart,purchase,2026-03-17 12:59:00.095326,Ads
73,1922,Checkout,view,2026-03-09 12:59:00.095339,Ads
73,1922,Search,click,2026-03-27 12:59:00.095352,Instagram
73,1922,Profile,scroll,2026-03-08 12:59:00.095365,Google
